Kingdom,Subkingdoms,Phyla,Subphyla,Classes,Subclasses,Orders,Families,Genera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Incrucipulum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Lachnellula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Lachnopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Lachnum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Neodasyscypha
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Perrotia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Proliferodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Tubolachnum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Lachnaceae,Velebitea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Leptodontidiaceae,Leptodontidium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Loramycetaceae,Loramyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Loramycetaceae,Obtectodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mitrulaceae,Mitrula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Acephala
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Barrenia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Belonopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Bulbomollisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Cheirospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Cystodendron
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Discocurtisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Fuscosclera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Mollisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Neomollisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Neopyrenopeziza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Neotapesia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Niptera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Nipterella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Phialocephala
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Pseudonaevia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Pulvinata
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Sarconiptera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Scutobelonium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Scutomollisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Tapesia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Trimmatostroma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Mollisiaceae,Variocladium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Myxotrichaceae,Byssoascus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Myxotrichaceae,Mycosylva
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Myxotrichaceae,Myxotrichum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Myxotrichaceae,Oidiodendron
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Neolauriomycetaceae,Exochalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Neolauriomycetaceae,Lareunionomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Neolauriomycetaceae,Minichalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Neolauriomycetaceae,Neolauriomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Patellariopsidaceae,Patellariopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Allophylaria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Antinoa
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Apiculospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Bloxamiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Calycellina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Calycina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Chalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Ciliolarina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Cylindrocephalum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Hamatocanthoscypha
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Hyalodendriella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Micropeziza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Mollisina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Mollisinopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Moserella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Nagrajchalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Neochalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Newbrunswickomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Parachalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Phaeoscypha
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Phialina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Poculinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Psilachnum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Rodwayella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Rubropezicula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Scleropezicula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Velutaria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pezizellaceae,Zymochalara
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pleuroascaceae,Caesiodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pleuroascaceae,Entimomentora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pleuroascaceae,Pleuroascus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pleuroascaceae,Venustampulla
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Cadophora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Lasiomollisia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Mastigosporium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Mycochaetophora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Neospermospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Nothophacidium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Oculimacula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Pirottaea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Pyrenopeziza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Ploettnerulaceae,Rhynchosporium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Collembolispora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Cylindrosporium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Dennisiodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Helgardiomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Rhynchobrunnera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Pyrenopezizaceae,Ypsilina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Bicornispora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Clarireedia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Crassitunica
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Dencoeliopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Lambertella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Lanzia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Moellerodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Neometulocladosporiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Poculum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Pseudolanzia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Rutstroemia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Rutstroemiaceae,Torrendiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Amphobotrys
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Botrytis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Ciboria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Ciborinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Cristulariella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Cudoniopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Dumontinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Elliottinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Grovesinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Haradamyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Kohninia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Martininia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Microstrobilinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Monilinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Mycopappus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Myrioconium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Myriosclerotinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Ovulinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Phaeosclerotinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Pseudociboria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Pycnopeziza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Redheadia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Schroeteria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Sclerencoelia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Scleromitrula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Sclerotinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Sclerotium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Seaverinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Septotinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Streptotinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Stromatinia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Sclerotiniaceae,Valdensia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Solenopeziaceae,Lasiobelonium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Solenopeziaceae,Solenopezia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Solenopeziaceae,Trichopeziza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Solenopeziaceae,Trichopezizella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Cudoniella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Geniculospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Graddonia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Halenospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Mycofalcella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Spirosphaera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Tricladiaceae,Tricladium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Vibrisseaceae,Chlorovibrissea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Vibrisseaceae,Leucovibrissea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Vibrisseaceae,Pocillum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Vibrisseaceae,Srinivasanomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Leotiomycetidae,Helotiales,Vibrisseaceae,Vibrissea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Cochlearomycetaceae,Cochlearomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Cochlearomycetaceae,Satchmopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Adelodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bagnisimitrula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Callerascus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Deltopyxis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Epicladonia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Fulvoflamma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Helicocentralis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Helotiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Leohumicola
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Melanormia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Metapezizella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Nannfeldtia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ocotomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Phyllopezis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Physmatomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Polydiscina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Psilothecium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Schnablia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Trullula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Xylogone
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Porodiplodiaceae,Endoradiciella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Incertae_sedis,Porodiplodiaceae,Porodiplodia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Lahmiales,Lahmiaceae,Lahmia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Lauriomycetales,Lauriomycetaceae,Lauriomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Alatospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Aotearoamyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Calyptrozyma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Flagellospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Gorogomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Pallidophorina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Scolecoleotia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Incertae_sedis,Variabilispora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Leotiaceae,Leotia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Leotiaceae,Microglossum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Leotiaceae,Miniancora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Lichinodiaceae,Lichinodium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Mniaeciaceae,Epithamnolia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Mniaeciaceae,Mniaecia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Capturomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Claussenomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Collophorina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Durandiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Gelatinosporium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Incertae_sedis,Leotiales,Tympanidaceae,Myriodiscus
