Kingdom,Subkingdoms,Phyla,Subphyla,Classes,Subclasses,Orders,Families,Genera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Cookellaceae,Cookella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Cookellaceae,Pycnoderma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Dimeriaceae,Dimerium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Dubujianaceae,Dubujiana
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Dysrhynchisceae,Dysrhynchis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Endosporiaceae,Endosporium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Endosporiaceae,Gobabebomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Allosoma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Digitosarcinella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Englerula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Goosia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Parenglerula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Rhytidenglerula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Sarcinella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Englerulaceae,Thrauste
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Eriomycetaceae,Eriomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Hyalomeliolinaceae,Hyalomeliolina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Acanthorus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Acanthostigmella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Achorella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Actinomyxa
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Alascospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Alysidiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ampullifera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Anopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Arkoola
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Armata
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ascominuta
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Asterodothis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Asteromassaria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Asteromella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Asteroporum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Auerswaldia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bahusakala
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Botryohypoxylon
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Brachyconidiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Brooksia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bryorella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bryostroma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Bryothele
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Byssogene
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Callebaea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Calyptra
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Capillataspora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Caryosporella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Catulus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ceramoclasteropsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ceratophoma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cercidospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cerodothis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Chaetocrea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Chaetosticta
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Chionomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Chuppia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cilioplea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cirsosina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Clavariopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Clypeostroma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cocciscia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Coccochora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Coccochorina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Coccodothis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Comesella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Crauatamyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Crotone
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cryomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Cyclotheca
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dactuliophora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dawsomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dawsophila
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dermatodothis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dianesea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyoasterina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyodochium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyostomiopelta
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyothyriella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyothyrina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dictyothyrium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Didymocyrtidium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Didymolepta
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Didymopleella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Diplochorina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dothichiza
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dothideopsella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dothivalsaria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Dubitatio
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Echinothecium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Elmerinula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Epibelonium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Eriomycopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Eriothyrium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Excipulariopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Exiliseptum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Extrusothecium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Floridaphiala
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Gibbera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Gilletiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Globoa
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Globulina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Gloeodiscus
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Govindua
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Griggsia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Halokirschsteiniothelia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hansfordiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hansfordiellopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hansfordiopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Harknessiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Helminthopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Heptameria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Heptaster
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Heterosphaeriopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hidakaea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hyalocrea
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hyaloscolecostroma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hyalosphaera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hyalotheles
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hypobryon
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Hysteropsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Isomunkia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Jaffuela
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Kabatia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Keratosphaera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Kriegeriella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Kullhemia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Kusanobotrys
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lanatosphaera
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lazarenkoa
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lembosiniella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lembosiopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Leptomeliola
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Pleosporales,Phaeosphaeriaceae,Leptospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Letendraeopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Leveillina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Licopolia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lignosphaeria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Limaciniopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lineolata
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Linopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Longiseptatispora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lophiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lophionema
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Lucidascocarpa
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Macowaniella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Maireella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Malacaria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Manginula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Marquesius
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Massariola
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Maublancia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Melioliphila
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mendoziopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Microcyclella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Microdothella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Monoblastiopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Monodictys
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Monorhizina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Montagnella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Moriolomyces
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Muricopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Muroia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycocryptospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycodidymella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycoglaena
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycoporellum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycoporopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mycothyridium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Myriangiopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Myriostigmella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Mytilostoma
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Myxophora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Neopeckia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Neosporidesmium
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Neothyriopsis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Neottiosporina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Neoventuria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ocala
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Omphalospora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Oncopodiella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ophioirenina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Ophiotrichum
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Otthia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Parmulariella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Paropodia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Passeriniella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Passerinula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Pauahia
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Peltaster
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Peltasterella
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Pendulispora
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Perischizon
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Peroschaeta
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Petrakina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Petrakiopeltis
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Phacidina
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Phaeocyrtidula
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Phaeopeltosphaeria
Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Incertae_sedis,Incertae_sedis,Phaeosclera
